rec_type,date_paid,off_nbr,cur_plcy_nbr,cur_div_nbr,cur_cls_nbr,incurr_date,pool_ind,emp_id,patient_fname,relationship,claim_nbr,trans_code,plcy_type,inv_nbr,patient_dob,date_rec,paid_plcy_nbr,paid_div_nbr,paid_cls_nbr,bank_id,ben_nbr,ee_fname,ee_lname,postal_code,sex_of_empl,province,prov_province,prov_type,prov_postal_code,patient_sex,rpt_plcy_nbr,rpt_div_nbr,rpt_cls_nbr,dt_pend_cons,cod_bnfts_flag,dep_lname,cl_serv_code,serv_code_cda,first_date,payee_code,non_dupe_flag,charge_amt,not_cov_amount,cov_amt_base_cola,base_ded_amt,base_ded_desc,base_percent,base_would_pay_amt,base_amt,cov_amt_mm_cola,amt_appl_mjr_med_ded,mjr_med_wld_pay_amt,mjr_med_amt,mjr_med_ded_desc,mjr_med_per,other_plan_paid_base,other_pln_paid_mjr_med,credt_res_amt,draft_nbr,override_code,remark_code,bank_acc_code,coord_benefits_code,sin,first_subq_pay,off_nbr_ee,savings_type,dep_nbr,pool_amt_exc,cause_code,last_dt_tooth_nbr,supp_wd_pay_amt,supp_amt,filler,product_code,disability_code,ocp_code,prov_scrn_nmbr_pay_basis,tel_nmbr_sfx_prov,diag,tax_id_nbr_prov,prov_name,prov_id_type,allow_expense,adj_nbr,pr_curr_sub_acc_code,aso_type,client_size,base_schd_amt,mjr_med_schd_amt,avg_semi_private_rate,ward_rate,eft_ind,time_paid,ctrl_nbr_cons,filler_97,draft_amount,bank_acc_nbr_eft,dlr_clm_nbr,lt_beg_dt,lt_term_dt,lt_max_exp_dt,tooth_nbr,prov_procedure_code,tooth_surface_code,ee_address,ee_city,prov_address,dinn,claim_identifier,claim_adj_loss_id
PAYD,20240401,110,051160,001,300,5,,E000000V16,SNOW,EE,223,000,41,0000000,19850717,20230603,051160,001,300,008327003,1,SNOW,WHITE,R2L0S4,2,MB,MB,DS,R2N2S9,2,051160,001,300,20230603,,WHITE,002,012020,20230101,1,,20.00,0.00,0.00,0.00,,0.00,0.00,0.00,20.00,0.00,20.00,20.00,D,1.00,0.00,0.00,0.00,0180000027,,,012,100,000000000,0,110,00,01,0.00,,00000000,0.00,0.00,,A,0000000,0,1,204947234501,,000000000,DR.ANNIE/LENNOX,,0.00,001002,0,2,1,0.00,41.20,000.00,000.00,1,1100436,9415400023,,395.00,000002222222,000000,00000000,00000000,00000000,0,001202,,7DWARFSWAY,WINNIPEG,1625212GRAHAMAVE,00000000,AD4B0010545,
PAYD,20240401,110,051160,001,300,5,,E000000V16,SNOW,EE,223,000,41,0000000,19850717,20230603,051160,001,300,008327003,6,SNOW,WHITE,R2L0S4,2,MB,MB,DS,R2N2S9,2,051160,001,300,20230603,,WHITE,106,111160,20230101,1,,375.00,0.00,0.00,0.00,,0.00,0.00,0.00,375.00,0.00,375.00,375.00,D,1.00,0.00,0.00,0.00,0180000027,,,012,100,000000000,0,110,00,01,0.00,,00000000,0.00,0.00,,A,0000000,0,1,204947234501,,000000000,DR.ANNIE/LENNOX,,0.00,001002,0,2,1,0.00,376.80,000.00,000.00,1,1100437,9415400029,,395.00,000002222222,000000,00000000,00000000,00000000,0,011116,,7DWARFSWAY,WINNIPEG,1625212GRAHAMAVE,00000000,AD4B0010613,
PAYD,20240401,110,051160,001,300,2,,E000000V34,TODD,CH,822,000,41,0000000,20140610,20230603,051160,001,300,008327003,1,NED,FLANDERS,L1C3X2,1,ON,ON,OR,L1C3X2,1,051160,001,300,20230603,,,031,899980,20220301,1,,800.00,0.00,0.00,0.00,,0.00,0.00,0.00,800.00,0.00,400.00,400.00,D,0.50,0.00,0.00,0.00,0180000028,,,012,100,000000000,0,110,00,04,0.00,,00000000,0.00,0.00,,A,0000000,0,1,905947123401,,000000000,DR.WILLY/NELSON,,0.00,001002,2,2,1,0.00,9999.99,000.00,000.00,1,1100438,0000000000,,400.00,000002222222,000000,00000000,00000000,00000000,0,089998,,568SPRINGFIELDST,TORONTO,777YONGEST,00000000,AD4B0010622,
PAYD,20240401,110,051160,001,300,5,,E000000V34,MAUDE,SP,124,000,41,0000000,19860812,20240401,051160,001,300,000000000,1,NED,FLANDERS,L1C3X2,1,ON,ON,DS,M5R3S3,2,051160,001,300,00000000,,,096,331030,20240329,1,,277.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,P,09,012,100,000000000,1,110,00,02,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,0.00,000.00,000.00,0,1200589,0000000000,,0.00,,000000,00000000,00000000,00000000,0,033131,,568SPRINGFIELDST,TORONTO,1466BATHURSTST,00000000,AD2L0010214,
PAYD,20240401,110,051160,001,300,5,,E0000000V1,MICKEY,EE,223,000,41,0000000,19640715,20230603,051160,001,300,008327003,1,MICKEY,MOUSE,R2L0S4,1,MB,MB,DS,R2N2S9,1,051160,001,300,20230603,,MOUSE,002,012020,20230101,1,,20.00,0.00,0.00,0.00,,0.00,0.00,0.00,20.00,0.00,20.00,20.00,D,1.00,0.00,0.00,0.00,0180000029,,,012,100,000000000,0,110,00,01,0.00,,00000000,0.00,0.00,,A,0000000,0,1,204947234501,,000000000,DR.ANNIE/LENNOX,,0.00,001002,0,2,1,0.00,41.20,000.00,000.00,1,1100439,0000000000,,20.00,000002222222,000000,00000000,00000000,00000000,0,001202,,82GOUDAST,WINNIPEG,1625212GRAHAMAVE,00000000,AD4B0010643,
PAYD,20240401,110,051160,001,300,5,,E0000000V4,ELMER,EE,223,000,41,0000000,19841112,20230603,051160,001,300,008327003,1,ELMER,FUDD,R2L0S4,1,MB,MB,DS,R2N2S9,1,051160,001,300,20230603,,FUDD,002,012020,20230101,1,,20.00,0.00,0.00,0.00,,0.00,0.00,0.00,20.00,0.00,20.00,20.00,D,1.00,0.00,0.00,0.00,0180000030,,,012,100,000000000,0,110,00,01,0.00,,00000000,0.00,0.00,,A,0000000,0,1,204947234501,,000000000,DR.ANNIE/LENNOX,,0.00,001002,0,2,1,0.00,41.20,000.00,000.00,1,1100440,0000000000,,20.00,000002222222,000000,00000000,00000000,00000000,0,001202,,11WASCALLYWABBITRD,WINNIPEG,1625212GRAHAMAVE,00000000,AD4B0010651,
PAYD,20240401,110,051160,001,300,5,,E0000000V5,WILMA,SP,124,000,41,0000000,19860919,20240401,051160,001,300,008327003,6,FRED,FLINTSTONE,R2L0S4,1,MB,ON,DS,M5R3S3,2,051160,001,300,20240401,,,106,111160,20240211,1,,234.00,0.00,0.00,0.00,,0.00,0.00,0.00,234.00,0.00,234.00,234.00,D,1.00,0.00,0.00,0.00,0180000031,,,012,100,000000000,0,110,00,02,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,376.80,000.00,000.00,1,1200567,0000000000,,234.00,000002222222,000000,00000000,00000000,00000000,0,011116,,123BEDROCKWAY,WINNIPEG,1466BATHURSTST,00000000,AD2L0010215,
PAYD,20240401,110,051160,001,300,5,,E0000000V6,YOSEMITE,EE,223,000,41,0000000,19790130,20230603,051160,001,300,008327003,1,YOSEMITE,SAM,R2L0S4,1,MB,MB,DS,R2N2S9,1,051160,001,300,20230603,,SAM,002,012020,20230101,1,,20.00,0.00,0.00,0.00,,0.00,0.00,0.00,20.00,0.00,20.00,20.00,D,1.00,0.00,0.00,0.00,0180000032,,,012,100,000000000,0,110,00,01,0.00,,00000000,0.00,0.00,,A,0000000,0,1,204947234501,,000000000,DR.ANNIE/LENNOX,,0.00,001002,0,2,1,0.00,41.20,000.00,000.00,1,1100442,0000000000,,20.00,000002222222,000000,00000000,00000000,00000000,0,001202,,110212REVOLVERAVE,WINNIPEG,1625212GRAHAMAVE,00000000,AD4B0010652,
PAYD,20240401,110,051160,001,300,2,,E0000000V7,BOOBOO,CH,823,000,41,0000000,20150309,20230603,051160,001,300,008327003,1,YOGI,BEAR,R2L0S4,1,MB,MB,OR,R2N2S9,1,051160,001,300,20230603,,,031,899980,20230201,1,,500.00,0.00,0.00,0.00,,0.00,0.00,0.00,500.00,0.00,250.00,250.00,D,0.50,0.00,0.00,0.00,0180000033,,,012,100,000000000,0,110,00,02,0.00,,00000000,0.00,0.00,,A,0000000,0,1,204947123401,,000000000,DR.JON/BONJOVI,,0.00,001002,0,2,1,0.00,9999.99,000.00,000.00,1,1100443,0000000000,,250.00,000002222222,000000,00000000,00000000,00000000,0,089998,,518JELLYSTONERD,WINNIPEG,161152EDMONTONST,00000000,AD4B0010673,
PAYD,20240401,110,051160,001,300,5,,E0000000V7,BOOBOO,CH,124,000,41,0000000,20150309,20240401,051160,001,300,000000000,6,YOGI,BEAR,R2L0S4,1,MB,ON,DS,M5R3S3,1,051160,001,300,00000000,,,106,111160,20240401,T,,199.00,0.00,0.00,0.00,,0.00,0.00,0.00,199.00,0.00,199.00,199.00,D,1.00,0.00,0.00,0.00,0000000000,P,29,012,100,000000000,2,110,00,02,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,376.80,000.00,000.00,0,1200552,0000000000,,0.00,,000000,00000000,00000000,00000000,0,011116,,518JELLYSTONERD,WINNIPEG,1466BATHURSTST,00000000,AD2L0010216,
PAYD,20240401,110,051160,001,300,5,,E0000000V7,BOOBOO,CH,124,000,41,0000000,20150309,20240401,051160,001,300,000000000,1,YOGI,BEAR,R2L0S4,1,MB,ON,DS,M5R3S3,1,051160,001,300,00000000,,,098,436110,20240401,T,,150.00,0.00,0.00,0.00,,0.00,0.00,0.00,150.00,0.00,150.00,150.00,D,1.00,0.00,0.00,0.00,0000000000,P,29,012,100,000000000,2,110,00,02,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,342.10,000.00,000.00,0,1200552,0000000000,,0.00,,000000,00000000,00000000,00000000,0,014611,,518JELLYSTONERD,WINNIPEG,1466BATHURSTST,00000000,AD2L0010216,
PAYD,20240401,110,051160,001,300,5,,E0000000V7,YOGI,EE,124,000,41,0000000,19900707,20240401,051160,001,300,000000000,1,YOGI,BEAR,R2L0S4,1,MB,ON,DS,M5R3S3,1,051160,001,300,20240401,,BEAR,002,012020,20240228,2,,35.00,0.00,0.00,0.00,,0.00,0.00,0.00,35.00,0.00,35.00,35.00,D,1.00,0.00,0.00,0.00,0180000013,,,012,100,000000000,0,110,00,01,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,41.20,000.00,000.00,0,1200564,0000000000,,35.00,,000000,00000000,00000000,00000000,0,001202,,518JELLYSTONERD,WINNIPEG,1466BATHURSTST,00000000,AD2L0010217,
PAYD,20240401,110,051160,001,300,1,,E0000000V7,BOOBOO,CH,124,000,41,0000000,20150309,20240401,051160,001,300,000000000,1,YOGI,BEAR,R2L0S4,1,MB,ON,DS,M5R3S3,1,051160,001,300,00000000,,,007,200010,20240302,4,,275.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,P,07,012,100,000000000,2,110,00,02,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,0.00,000.00,000.00,0,1200599,0000000000,,0.00,,000000,00000000,00000000,00000000,0,020001,,518JELLYSTONERD,WINNIPEG,1466BATHURSTST,00000000,AD2L0010218,
PAYD,20240401,110,051160,001,300,1,,E0000000V7,BOOBOO,CH,124,000,41,0000000,20150309,20240401,051160,001,300,000000000,1,YOGI,BEAR,R2L0S4,1,MB,ON,DS,M5R3S3,1,051160,001,300,00000000,,,011,272110,20240302,4,,500.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,P,07,012,100,000000000,2,110,00,02,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,0.00,000.00,000.00,0,1200599,0000000000,,0.00,,000000,00000000,00000000,00000000,0,027211,,518JELLYSTONERD,WINNIPEG,1466BATHURSTST,00000000,AD2L0010218,
PAYD,20240401,110,051219,045,020,5,,TSAU060C19,DAVIS,EE,124,000,41,0000000,19640905,20240401,051219,045,020,000000000,1,DAVIS,PETERS,R2J1Y2,1,MB,ON,DS,M5R3S3,1,051219,045,020,00000000,,PETERS,002,012050,20240323,2,,47.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0000000000,P,07,012,100,000000000,1,110,00,01,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,0.00,000.00,000.00,0,1200574,0000000000,,0.00,,000000,00000000,00000000,00000000,0,001205,,68LOMONDBLVD.,WINNIPEG,1466BATHURSTST,00000000,AD2L0010219,
PAYD,20240401,110,051634,010,001,5,,TSAUSEC014,JAMES,SP,124,000,41,0000000,19691102,20240401,051634,010,001,000000000,1,JANET,WHITE,L2H1N1,2,ON,ON,DS,M5R3S3,1,051634,010,001,00000000,,,002,012020,20240315,1,,35.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0000000000,R,91,012,100,000000000,1,110,00,02,0.00,,00000000,0.00,0.00,,B,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,0.00,000.00,000.00,0,1200556,0000000000,,0.00,,000000,00000000,00000000,00000000,0,001202,,923PINERIDGEROAD,TORONTO,1466BATHURSTST,00000000,AD2L0010220,
PAYD,20240401,110,055049,001,001,4,,H000000026,JOSHUA,EE,124,000,41,0000000,19760701,20240401,055049,001,001,000000000,1,JOSHUA,KELLER,R3M1W5,1,MB,ON,DS,M5R3S3,1,055049,001,001,00000000,,KELLER,002,012050,20240225,2,,38.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0000000000,P,05,012,100,000000000,1,110,00,01,0.00,,00000000,0.00,0.00,,L,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,0.00,000.00,000.00,0,1200578,0000000000,,0.00,,000000,00000000,00000000,00000000,0,001205,,52STREET,WINNIPEG,1466BATHURSTST,00000000,AD2L0010221,
PAYD,20240401,110,055049,001,001,4,,TSAUSEC009,STACY,CH,124,000,41,0000000,19880818,20240401,055049,001,001,000000000,1,JAMES,BROWN,R6R1Z8,1,MB,ON,DS,M5R3S3,2,055049,001,001,00000000,,,029,711010,20240317,2,,154.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0000000000,P,35,012,100,000000000,2,110,00,02,0.00,,00000000,0.00,0.00,,L,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,0.00,000.00,000.00,0,1200584,0000000000,,0.00,,000000,00000000,00000000,00000000,0,071101,,689MAPLEDRIVE,WINNIPEG,1466BATHURSTST,00000000,AD2L0010222,
